<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
GBPUSD,20080103,00:00:00,1.9810,1.9704,1.9836,1.9724
GBPUSD,20080104,00:00:00,1.9724,1.9673,1.9847,1.9715
GBPUSD,20080107,00:00:00,1.9738,1.9651,1.9754,1.9686
GBPUSD,20080108,00:00:00,1.9686,1.9664,1.9826,1.9725
GBPUSD,20080109,00:00:00,1.9725,1.9551,1.9760,1.9576
GBPUSD,20080110,00:00:00,1.9576,1.9539,1.9662,1.9614
GBPUSD,20080111,00:00:00,1.9614,1.9481,1.9633,1.9563
GBPUSD,20080114,00:00:00,1.9596,1.9525,1.9645,1.9526
GBPUSD,20080115,00:00:00,1.9526,1.9524,1.9739,1.9578
GBPUSD,20080116,00:00:00,1.9577,1.9528,1.9718,1.9620
GBPUSD,20080117,00:00:00,1.9620,1.9604,1.9789,1.9716
GBPUSD,20080118,00:00:00,1.9716,1.9512,1.9725,1.9541
GBPUSD,20080121,00:00:00,1.9570,1.9402,1.9581,1.9403
GBPUSD,20080122,00:00:00,1.9403,1.9336,1.9644,1.9629
GBPUSD,20080123,00:00:00,1.9629,1.9463,1.9633,1.9562
GBPUSD,20080124,00:00:00,1.9561,1.9499,1.9777,1.9750
GBPUSD,20080125,00:00:00,1.9750,1.9746,1.9846,1.9816
GBPUSD,20080128,00:00:00,1.9829,1.9728,1.9889,1.9848
GBPUSD,20080129,00:00:00,1.9848,1.9811,1.9927,1.9883
GBPUSD,20080130,00:00:00,1.9883,1.9837,1.9956,1.9877
GBPUSD,20080131,00:00:00,1.9877,1.9823,1.9943,1.9879
GBPUSD,20080201,00:00:00,1.9879,1.9652,1.9937,1.9660
GBPUSD,20080204,00:00:00,1.9643,1.9626,1.9785,1.9738
GBPUSD,20080205,00:00:00,1.9738,1.9604,1.9760,1.9639
GBPUSD,20080206,00:00:00,1.9639,1.9553,1.9660,1.9613
GBPUSD,20080207,00:00:00,1.9613,1.9386,1.9620,1.9431
GBPUSD,20080208,00:00:00,1.9431,1.9403,1.9508,1.9456
GBPUSD,20080211,00:00:00,1.9462,1.9401,1.9527,1.9506
GBPUSD,20080212,00:00:00,1.9506,1.9442,1.9631,1.9589
GBPUSD,20080213,00:00:00,1.9588,1.9548,1.9663,1.9626
GBPUSD,20080214,00:00:00,1.9626,1.9612,1.9735,1.9685
GBPUSD,20080215,00:00:00,1.9685,1.9579,1.9719,1.9604
GBPUSD,20080218,00:00:00,1.9572,1.9474,1.9635,1.9515
GBPUSD,20080219,00:00:00,1.9515,1.9452,1.9540,1.9484
GBPUSD,20080220,00:00:00,1.9484,1.9361,1.9500,1.9418
GBPUSD,20080221,00:00:00,1.9418,1.9409,1.9639,1.9631
GBPUSD,20080222,00:00:00,1.9632,1.9609,1.9706,1.9670
GBPUSD,20080225,00:00:00,1.9694,1.9614,1.9698,1.9664
GBPUSD,20080226,00:00:00,1.9664,1.9642,1.9888,1.9875
GBPUSD,20080227,00:00:00,1.9875,1.9789,1.9969,1.9820
GBPUSD,20080228,00:00:00,1.9820,1.9761,1.9945,1.9890
GBPUSD,20080229,00:00:00,1.9890,1.9784,1.9920,1.9868
GBPUSD,20080303,00:00:00,1.9856,1.9807,1.9934,1.9833
GBPUSD,20080304,00:00:00,1.9832,1.9812,1.9889,1.9849
GBPUSD,20080305,00:00:00,1.9848,1.9720,1.9964,1.9922
GBPUSD,20080306,00:00:00,1.9923,1.9893,2.0113,2.0106
GBPUSD,20080307,00:00:00,2.0106,2.0094,2.0212,2.0143
GBPUSD,20080310,00:00:00,2.0196,2.0049,2.0217,2.0103
GBPUSD,20080311,00:00:00,2.0102,1.9993,2.0209,2.0064
GBPUSD,20080312,00:00:00,2.0065,2.0054,2.0278,2.0257
GBPUSD,20080313,00:00:00,2.0256,2.0252,2.0388,2.0320
GBPUSD,20080314,00:00:00,2.0319,2.0175,2.0395,2.0198
GBPUSD,20080317,00:00:00,2.0162,1.9941,2.0225,1.9961
GBPUSD,20080318,00:00:00,1.9961,1.9953,2.0270,2.0082
GBPUSD,20080319,00:00:00,2.0082,1.9801,2.0149,1.9850
GBPUSD,20080320,00:00:00,1.9850,1.9734,1.9879,1.9855
GBPUSD,20080321,00:00:00,1.9855,1.9810,1.9859,1.9816
GBPUSD,20080324,00:00:00,1.9803,1.9757,1.9885,1.9857
GBPUSD,20080325,00:00:00,1.9857,1.9851,2.0065,2.0038
GBPUSD,20080326,00:00:00,2.0038,1.9924,2.0109,2.0071
GBPUSD,20080327,00:00:00,2.0071,2.0022,2.0189,2.0071
GBPUSD,20080328,00:00:00,2.0071,1.9881,2.0087,1.9944
GBPUSD,20080331,00:00:00,1.9957,1.9812,1.9977,1.9830
GBPUSD,20080401,00:00:00,1.9831,1.9729,1.9871,1.9767
GBPUSD,20080402,00:00:00,1.9767,1.9747,1.9897,1.9885
GBPUSD,20080403,00:00:00,1.9885,1.9758,1.9973,1.9957
GBPUSD,20080404,00:00:00,1.9957,1.9909,2.0046,1.9928
GBPUSD,20080407,00:00:00,1.9939,1.9834,1.9939,1.9882
GBPUSD,20080408,00:00:00,1.9882,1.9663,1.9926,1.9681
GBPUSD,20080409,00:00:00,1.9681,1.9649,1.9789,1.9749
GBPUSD,20080410,00:00:00,1.9749,1.9705,1.9840,1.9715
GBPUSD,20080411,00:00:00,1.9715,1.9683,1.9766,1.9719
GBPUSD,20080414,00:00:00,1.9661,1.9654,1.9891,1.9765
GBPUSD,20080415,00:00:00,1.9764,1.9599,1.9764,1.9627
GBPUSD,20080416,00:00:00,1.9627,1.9600,1.9803,1.9725
GBPUSD,20080417,00:00:00,1.9724,1.9690,1.9922,1.9894
GBPUSD,20080418,00:00:00,1.9894,1.9878,1.9996,1.9946
GBPUSD,20080421,00:00:00,1.9981,1.9775,2.0023,1.9790
GBPUSD,20080422,00:00:00,1.9790,1.9743,1.9997,1.9956
GBPUSD,20080423,00:00:00,1.9957,1.9771,1.9973,1.9787
GBPUSD,20080424,00:00:00,1.9787,1.9685,1.9814,1.9721
GBPUSD,20080425,00:00:00,1.9721,1.9676,1.9887,1.9826
GBPUSD,20080428,00:00:00,1.9837,1.9780,1.9963,1.9906
GBPUSD,20080429,00:00:00,1.9906,1.9666,1.9911,1.9697
GBPUSD,20080430,00:00:00,1.9697,1.9623,1.9891,1.9872
GBPUSD,20080501,00:00:00,1.9872,1.9713,1.9907,1.9762
GBPUSD,20080502,00:00:00,1.9762,1.9703,1.9895,1.9731
GBPUSD,20080505,00:00:00,1.9730,1.9655,1.9782,1.9725
GBPUSD,20080506,00:00:00,1.9725,1.9635,1.9770,1.9731
GBPUSD,20080507,00:00:00,1.9732,1.9501,1.9732,1.9541
GBPUSD,20080508,00:00:00,1.9542,1.9502,1.9618,1.9544
GBPUSD,20080509,00:00:00,1.9544,1.9457,1.9567,1.9520
GBPUSD,20080512,00:00:00,1.9505,1.9441,1.9631,1.9568
GBPUSD,20080513,00:00:00,1.9568,1.9419,1.9586,1.9451
GBPUSD,20080514,00:00:00,1.9451,1.9363,1.9472,1.9464
GBPUSD,20080515,00:00:00,1.9464,1.9402,1.9500,1.9478
GBPUSD,20080516,00:00:00,1.9478,1.9440,1.9595,1.9552
GBPUSD,20080519,00:00:00,1.9571,1.9452,1.9621,1.9485
GBPUSD,20080520,00:00:00,1.9485,1.9478,1.9716,1.9672
GBPUSD,20080521,00:00:00,1.9672,1.9612,1.9732,1.9717
GBPUSD,20080522,00:00:00,1.9717,1.9682,1.9847,1.9795
GBPUSD,20080523,00:00:00,1.9795,1.9754,1.9848,1.9799
GBPUSD,20080526,00:00:00,1.9809,1.9758,1.9828,1.9814
GBPUSD,20080527,00:00:00,1.9814,1.9714,1.9844,1.9745
GBPUSD,20080528,00:00:00,1.9745,1.9703,1.9825,1.9800
GBPUSD,20080529,00:00:00,1.9800,1.9672,1.9816,1.9753
GBPUSD,20080530,00:00:00,1.9753,1.9684,1.9812,1.9806
GBPUSD,20080602,00:00:00,1.9769,1.9595,1.9769,1.9656
GBPUSD,20080603,00:00:00,1.9656,1.9604,1.9738,1.9616
GBPUSD,20080604,00:00:00,1.9616,1.9525,1.9635,1.9538
GBPUSD,20080605,00:00:00,1.9538,1.9461,1.9595,1.9574
GBPUSD,20080606,00:00:00,1.9574,1.9536,1.9731,1.9697
GBPUSD,20080609,00:00:00,1.9700,1.9670,1.9798,1.9738
GBPUSD,20080610,00:00:00,1.9738,1.9518,1.9753,1.9534
GBPUSD,20080611,00:00:00,1.9534,1.9490,1.9665,1.9632
GBPUSD,20080612,00:00:00,1.9632,1.9432,1.9642,1.9454
GBPUSD,20080613,00:00:00,1.9454,1.9408,1.9510,1.9470
GBPUSD,20080616,00:00:00,1.9466,1.9458,1.9685,1.9630
GBPUSD,20080617,00:00:00,1.9630,1.9468,1.9696,1.9561
GBPUSD,20080618,00:00:00,1.9561,1.9476,1.9609,1.9586
GBPUSD,20080619,00:00:00,1.9586,1.9577,1.9742,1.9720
GBPUSD,20080620,00:00:00,1.9720,1.9699,1.9789,1.9763
GBPUSD,20080623,00:00:00,1.9748,1.9585,1.9755,1.9647
GBPUSD,20080624,00:00:00,1.9647,1.9624,1.9721,1.9706
GBPUSD,20080625,00:00:00,1.9707,1.9653,1.9767,1.9741
GBPUSD,20080626,00:00:00,1.9742,1.9713,1.9892,1.9883
GBPUSD,20080627,00:00:00,1.9883,1.9805,1.9949,1.9943
GBPUSD,20080630,00:00:00,1.9940,1.9879,1.9963,1.9932
GBPUSD,20080701,00:00:00,1.9932,1.9886,2.0004,1.9952
GBPUSD,20080702,00:00:00,1.9952,1.9844,1.9972,1.9934
GBPUSD,20080703,00:00:00,1.9934,1.9798,1.9934,1.9827
GBPUSD,20080704,00:00:00,1.9827,1.9795,1.9847,1.9823
GBPUSD,20080707,00:00:00,1.9820,1.9647,1.9826,1.9753
GBPUSD,20080708,00:00:00,1.9754,1.9664,1.9794,1.9691
GBPUSD,20080709,00:00:00,1.9691,1.9671,1.9835,1.9832
GBPUSD,20080710,00:00:00,1.9833,1.9712,1.9834,1.9771
GBPUSD,20080711,00:00:00,1.9771,1.9751,1.9956,1.9866
GBPUSD,20080714,00:00:00,1.9908,1.9812,1.9959,1.9944
GBPUSD,20080715,00:00:00,1.9944,1.9928,2.0153,2.0046
GBPUSD,20080716,00:00:00,2.0047,1.9957,2.0094,1.9979
GBPUSD,20080717,00:00:00,1.9979,1.9948,2.0070,1.9992
GBPUSD,20080718,00:00:00,1.9991,1.9905,1.9993,1.9979
GBPUSD,20080721,00:00:00,1.9956,1.9905,2.0036,2.0027
GBPUSD,20080722,00:00:00,2.0028,1.9895,2.0073,1.9912
GBPUSD,20080723,00:00:00,1.9912,1.9903,2.0027,1.9971
GBPUSD,20080724,00:00:00,1.9970,1.9815,1.9987,1.9860
GBPUSD,20080725,00:00:00,1.9861,1.9830,1.9975,1.9901
GBPUSD,20080728,00:00:00,1.9904,1.9839,1.9962,1.9942
GBPUSD,20080729,00:00:00,1.9943,1.9760,1.9965,1.9798
GBPUSD,20080730,00:00:00,1.9798,1.9744,1.9840,1.9809
GBPUSD,20080731,00:00:00,1.9812,1.9779,1.9925,1.9831
GBPUSD,20080801,00:00:00,1.9831,1.9726,1.9838,1.9732
GBPUSD,20080804,00:00:00,1.9753,1.9599,1.9758,1.9611
GBPUSD,20080805,00:00:00,1.9611,1.9520,1.9624,1.9528
GBPUSD,20080806,00:00:00,1.9527,1.9466,1.9592,1.9470
GBPUSD,20080807,00:00:00,1.9471,1.9419,1.9535,1.9432
GBPUSD,20080808,00:00:00,1.9432,1.9144,1.9436,1.9200
GBPUSD,20080811,00:00:00,1.9129,1.9066,1.9253,1.9102
GBPUSD,20080812,00:00:00,1.9102,1.8951,1.9121,1.8955
GBPUSD,20080813,00:00:00,1.8956,1.8638,1.9033,1.8690
GBPUSD,20080814,00:00:00,1.8690,1.8618,1.8784,1.8681
GBPUSD,20080815,00:00:00,1.8681,1.8511,1.8683,1.8626
GBPUSD,20080818,00:00:00,1.8642,1.8622,1.8720,1.8622
GBPUSD,20080819,00:00:00,1.8621,1.8536,1.8679,1.8664
GBPUSD,20080820,00:00:00,1.8664,1.8538,1.8681,1.8611
GBPUSD,20080821,00:00:00,1.8610,1.8605,1.8792,1.8773
GBPUSD,20080822,00:00:00,1.8773,1.8503,1.8778,1.8508
GBPUSD,20080825,00:00:00,1.8513,1.8404,1.8586,1.8524
GBPUSD,20080826,00:00:00,1.8524,1.8329,1.8529,1.8380
GBPUSD,20080827,00:00:00,1.8379,1.8283,1.8486,1.8341
GBPUSD,20080828,00:00:00,1.8340,1.8239,1.8396,1.8284
GBPUSD,20080829,00:00:00,1.8283,1.8171,1.8340,1.8225
GBPUSD,20080901,00:00:00,1.8117,1.7982,1.8126,1.7989
GBPUSD,20080902,00:00:00,1.7990,1.7781,1.8000,1.7829
GBPUSD,20080903,00:00:00,1.7829,1.7667,1.7837,1.7747
GBPUSD,20080904,00:00:00,1.7747,1.7563,1.7854,1.7593
GBPUSD,20080905,00:00:00,1.7594,1.7537,1.7740,1.7639
GBPUSD,20080908,00:00:00,1.7862,1.7470,1.7973,1.7577
GBPUSD,20080909,00:00:00,1.7577,1.7503,1.7704,1.7586
GBPUSD,20080910,00:00:00,1.7587,1.7479,1.7675,1.7492
GBPUSD,20080911,00:00:00,1.7492,1.7445,1.7606,1.7582
GBPUSD,20080912,00:00:00,1.7582,1.7540,1.7957,1.7939
GBPUSD,20080915,00:00:00,1.7985,1.7764,1.8125,1.8002
GBPUSD,20080916,00:00:00,1.7998,1.7734,1.8008,1.7811
GBPUSD,20080917,00:00:00,1.7813,1.7787,1.8241,1.8141
GBPUSD,20080918,00:00:00,1.8140,1.8089,1.8274,1.8155
GBPUSD,20080919,00:00:00,1.8155,1.7916,1.8384,1.8353
GBPUSD,20080922,00:00:00,1.8327,1.8262,1.8637,1.8578
GBPUSD,20080923,00:00:00,1.8578,1.8471,1.8632,1.8530
GBPUSD,20080924,00:00:00,1.8529,1.8455,1.8604,1.8466
GBPUSD,20080925,00:00:00,1.8467,1.8306,1.8666,1.8384
GBPUSD,20080926,00:00:00,1.8385,1.8333,1.8465,1.8418
GBPUSD,20080929,00:00:00,1.8272,1.7957,1.8339,1.8039
GBPUSD,20080930,00:00:00,1.8039,1.7757,1.8115,1.7833
GBPUSD,20081001,00:00:00,1.7832,1.7633,1.7870,1.7701
GBPUSD,20081002,00:00:00,1.7702,1.7550,1.7723,1.7623
GBPUSD,20081003,00:00:00,1.7623,1.7559,1.7836,1.7746
GBPUSD,20081006,00:00:00,1.7619,1.7335,1.7693,1.7430
GBPUSD,20081007,00:00:00,1.7431,1.7318,1.7655,1.7516
GBPUSD,20081008,00:00:00,1.7517,1.7260,1.7653,1.7274
GBPUSD,20081009,00:00:00,1.7274,1.7061,1.7394,1.7093
GBPUSD,20081010,00:00:00,1.7093,1.6794,1.7175,1.7048
GBPUSD,20081013,00:00:00,1.7118,1.6924,1.7439,1.7407
GBPUSD,20081014,00:00:00,1.7410,1.7390,1.7627,1.7409
GBPUSD,20081015,00:00:00,1.7408,1.7136,1.7600,1.7141
GBPUSD,20081016,00:00:00,1.7141,1.7138,1.7351,1.7315
GBPUSD,20081017,00:00:00,1.7315,1.7223,1.7379,1.7303
GBPUSD,20081020,00:00:00,1.7308,1.7103,1.7516,1.7148
GBPUSD,20081021,00:00:00,1.7149,1.6650,1.7195,1.6689
GBPUSD,20081022,00:00:00,1.6687,1.6140,1.6714,1.6215
GBPUSD,20081023,00:00:00,1.6214,1.6043,1.6343,1.6304
GBPUSD,20081024,00:00:00,1.6306,1.5267,1.6306,1.5902
GBPUSD,20081027,00:00:00,1.5744,1.5277,1.5874,1.5532
GBPUSD,20081028,00:00:00,1.5532,1.5399,1.6033,1.6025
GBPUSD,20081029,00:00:00,1.6024,1.5938,1.6472,1.6376
GBPUSD,20081030,00:00:00,1.6376,1.6210,1.6671,1.6365
GBPUSD,20081031,00:00:00,1.6366,1.6004,1.6478,1.6073
GBPUSD,20081103,00:00:00,1.6103,1.5724,1.6396,1.5726
GBPUSD,20081104,00:00:00,1.5725,1.5603,1.6104,1.5961
GBPUSD,20081105,00:00:00,1.5960,1.5755,1.6195,1.5885
GBPUSD,20081106,00:00:00,1.5885,1.5559,1.6036,1.5566
GBPUSD,20081107,00:00:00,1.5565,1.5534,1.5875,1.5670
GBPUSD,20081110,00:00:00,1.5758,1.5573,1.5881,1.5624
GBPUSD,20081111,00:00:00,1.5624,1.5362,1.5700,1.5377
GBPUSD,20081112,00:00:00,1.5377,1.4832,1.5478,1.4851
GBPUSD,20081113,00:00:00,1.4850,1.4557,1.4989,1.4829
GBPUSD,20081114,00:00:00,1.4828,1.4658,1.4953,1.4798
GBPUSD,20081117,00:00:00,1.4663,1.4656,1.5080,1.4951
GBPUSD,20081118,00:00:00,1.4951,1.4899,1.5088,1.4974
GBPUSD,20081119,00:00:00,1.4974,1.4902,1.5247,1.4958
GBPUSD,20081120,00:00:00,1.4958,1.4711,1.4993,1.4737
GBPUSD,20081121,00:00:00,1.4735,1.4705,1.5058,1.4866
GBPUSD,20081124,00:00:00,1.4953,1.4839,1.5185,1.5183
GBPUSD,20081125,00:00:00,1.5183,1.4982,1.5531,1.5452
GBPUSD,20081126,00:00:00,1.5453,1.5176,1.5453,1.5343
GBPUSD,20081127,00:00:00,1.5340,1.5311,1.5509,1.5394
GBPUSD,20081128,00:00:00,1.5393,1.5256,1.5445,1.5406
GBPUSD,20081201,00:00:00,1.5384,1.4806,1.5396,1.4885
GBPUSD,20081202,00:00:00,1.4885,1.4776,1.5066,1.4916
GBPUSD,20081203,00:00:00,1.4916,1.4664,1.4930,1.4776
GBPUSD,20081204,00:00:00,1.4775,1.4468,1.4811,1.4688
GBPUSD,20081205,00:00:00,1.4686,1.4525,1.4749,1.4736
GBPUSD,20081208,00:00:00,1.4719,1.4689,1.5045,1.4888
GBPUSD,20081209,00:00:00,1.4887,1.4677,1.4896,1.4755
GBPUSD,20081210,00:00:00,1.4755,1.4734,1.4877,1.4798
GBPUSD,20081211,00:00:00,1.4798,1.4772,1.5077,1.5038
GBPUSD,20081212,00:00:00,1.5038,1.4815,1.5114,1.4947
GBPUSD,20081215,00:00:00,1.4962,1.4919,1.5376,1.5307
GBPUSD,20081216,00:00:00,1.5306,1.5202,1.5646,1.5578
GBPUSD,20081217,00:00:00,1.5578,1.5243,1.5720,1.5516
GBPUSD,20081218,00:00:00,1.5514,1.4885,1.5613,1.5032
GBPUSD,20081219,00:00:00,1.5033,1.4811,1.5184,1.4913
GBPUSD,20081222,00:00:00,1.4946,1.4686,1.4989,1.4820
GBPUSD,20081223,00:00:00,1.4820,1.4673,1.4894,1.4725
GBPUSD,20081224,00:00:00,1.4725,1.4658,1.4803,1.4755
GBPUSD,20081226,00:00:00,1.4746,1.4650,1.4803,1.4652
GBPUSD,20081229,00:00:00,1.4656,1.4382,1.4768,1.4416
GBPUSD,20081230,00:00:00,1.4416,1.4391,1.4548,1.4430
GBPUSD,20081231,00:00:00,1.4428,1.4352,1.4696,1.4574
GBPUSD,20090101,00:00:00,1.4670,1.4669,1.4820,1.4730
GBPUSD,20090102,00:00:00,1.4729,1.4377,1.4765,1.4499
GBPUSD,20090105,00:00:00,1.4542,1.4429,1.4737,1.4683
GBPUSD,20090106,00:00:00,1.4683,1.4502,1.4990,1.4908
GBPUSD,20090107,00:00:00,1.4906,1.4803,1.5278,1.5119
GBPUSD,20090108,00:00:00,1.5120,1.4981,1.5370,1.5226
GBPUSD,20090109,00:00:00,1.5226,1.5115,1.5346,1.5165
GBPUSD,20090112,00:00:00,1.5105,1.4800,1.5113,1.4811
GBPUSD,20090113,00:00:00,1.4811,1.4471,1.4826,1.4505
GBPUSD,20090114,00:00:00,1.4506,1.4490,1.4706,1.4591
GBPUSD,20090115,00:00:00,1.4590,1.4474,1.4681,1.4651
GBPUSD,20090116,00:00:00,1.4651,1.4646,1.4978,1.4743
GBPUSD,20090119,00:00:00,1.4872,1.4356,1.4907,1.4381
GBPUSD,20090120,00:00:00,1.4380,1.3818,1.4440,1.3868
GBPUSD,20090121,00:00:00,1.3868,1.3620,1.4024,1.4005
GBPUSD,20090122,00:00:00,1.4004,1.3688,1.4021,1.3881
GBPUSD,20090123,00:00:00,1.3881,1.3502,1.3890,1.3803
GBPUSD,20090126,00:00:00,1.3690,1.3547,1.4058,1.4014
GBPUSD,20090127,00:00:00,1.4014,1.3927,1.4239,1.4162
GBPUSD,20090128,00:00:00,1.4162,1.4125,1.4371,1.4251
GBPUSD,20090129,00:00:00,1.4250,1.4071,1.4404,1.4288
GBPUSD,20090130,00:00:00,1.4288,1.4186,1.4496,1.4489
GBPUSD,20090202,00:00:00,1.4432,1.4051,1.4466,1.4230
GBPUSD,20090203,00:00:00,1.4230,1.4153,1.4481,1.4428
GBPUSD,20090204,00:00:00,1.4428,1.4323,1.4576,1.4442
GBPUSD,20090205,00:00:00,1.4441,1.4365,1.4701,1.4628
GBPUSD,20090206,00:00:00,1.4628,1.4588,1.4841,1.4804
GBPUSD,20090209,00:00:00,1.4805,1.4701,1.4981,1.4891
GBPUSD,20090210,00:00:00,1.4890,1.4456,1.4909,1.4537
GBPUSD,20090211,00:00:00,1.4537,1.4315,1.4563,1.4365
GBPUSD,20090212,00:00:00,1.4364,1.4136,1.4412,1.4289
GBPUSD,20090213,00:00:00,1.4288,1.4251,1.4602,1.4399
GBPUSD,20090216,00:00:00,1.4217,1.4150,1.4316,1.4283
GBPUSD,20090217,00:00:00,1.4283,1.4123,1.4308,1.4237
GBPUSD,20090218,00:00:00,1.4236,1.4094,1.4296,1.4237
GBPUSD,20090219,00:00:00,1.4237,1.4215,1.4444,1.4294
GBPUSD,20090220,00:00:00,1.4292,1.4149,1.4478,1.4423
GBPUSD,20090223,00:00:00,1.4396,1.4364,1.4659,1.4491
GBPUSD,20090224,00:00:00,1.4491,1.4374,1.4575,1.4522
GBPUSD,20090225,00:00:00,1.4522,1.4173,1.4604,1.4208
GBPUSD,20090226,00:00:00,1.4209,1.4160,1.4382,1.4304
GBPUSD,20090227,00:00:00,1.4304,1.4109,1.4362,1.4313
GBPUSD,20090302,00:00:00,1.4268,1.3956,1.4286,1.4032
GBPUSD,20090303,00:00:00,1.4033,1.3983,1.4155,1.4026
GBPUSD,20090304,00:00:00,1.4026,1.3983,1.4198,1.4183
GBPUSD,20090305,00:00:00,1.4184,1.4037,1.4230,1.4114
GBPUSD,20090306,00:00:00,1.4115,1.4039,1.4303,1.4070
GBPUSD,20090309,00:00:00,1.4126,1.3741,1.4180,1.3767
GBPUSD,20090310,00:00:00,1.3766,1.3688,1.3901,1.3772
GBPUSD,20090311,00:00:00,1.3772,1.3654,1.3886,1.3852
GBPUSD,20090312,00:00:00,1.3852,1.3700,1.3981,1.3917
GBPUSD,20090313,00:00:00,1.3917,1.3861,1.4067,1.3999
GBPUSD,20090316,00:00:00,1.3913,1.3911,1.4227,1.4070
GBPUSD,20090317,00:00:00,1.4069,1.3963,1.4136,1.4054
GBPUSD,20090318,00:00:00,1.4054,1.3844,1.4332,1.4279
GBPUSD,20090319,00:00:00,1.4280,1.4162,1.4594,1.4493
GBPUSD,20090320,00:00:00,1.4492,1.4393,1.4586,1.4463
GBPUSD,20090323,00:00:00,1.4496,1.4449,1.4646,1.4556
GBPUSD,20090324,00:00:00,1.4555,1.4554,1.4775,1.4715
GBPUSD,20090325,00:00:00,1.4715,1.4513,1.4726,1.4545
GBPUSD,20090326,00:00:00,1.4546,1.4422,1.4635,1.4454
GBPUSD,20090327,00:00:00,1.4454,1.4267,1.4492,1.4317
GBPUSD,20090330,00:00:00,1.4245,1.4109,1.4296,1.4263
GBPUSD,20090331,00:00:00,1.4264,1.4239,1.4372,1.4322
GBPUSD,20090401,00:00:00,1.4322,1.4272,1.4479,1.4452
GBPUSD,20090402,00:00:00,1.4452,1.4451,1.4747,1.4730
GBPUSD,20090403,00:00:00,1.4730,1.4647,1.4842,1.4820
GBPUSD,20090406,00:00:00,1.4844,1.4669,1.4955,1.4743
GBPUSD,20090407,00:00:00,1.4743,1.4581,1.4774,1.4737
GBPUSD,20090408,00:00:00,1.4736,1.4634,1.4744,1.4700
GBPUSD,20090409,00:00:00,1.4699,1.4584,1.4777,1.4666
GBPUSD,20090410,00:00:00,1.4667,1.4612,1.4677,1.4655
GBPUSD,20090413,00:00:00,1.4637,1.4604,1.4867,1.4846
GBPUSD,20090414,00:00:00,1.4847,1.4823,1.4941,1.4889
GBPUSD,20090415,00:00:00,1.4890,1.4822,1.5034,1.4984
GBPUSD,20090416,00:00:00,1.4983,1.4838,1.5065,1.4918
GBPUSD,20090417,00:00:00,1.4917,1.4755,1.4939,1.4782
GBPUSD,20090420,00:00:00,1.4783,1.4499,1.4809,1.4534
GBPUSD,20090421,00:00:00,1.4535,1.4467,1.4706,1.4672
GBPUSD,20090422,00:00:00,1.4672,1.4396,1.4683,1.4479
GBPUSD,20090423,00:00:00,1.4479,1.4441,1.4740,1.4711
GBPUSD,20090424,00:00:00,1.4710,1.4576,1.4770,1.4655
GBPUSD,20090427,00:00:00,1.4662,1.4513,1.4691,1.4622
GBPUSD,20090428,00:00:00,1.4622,1.4515,1.4689,1.4626
GBPUSD,20090429,00:00:00,1.4626,1.4615,1.4811,1.4751
GBPUSD,20090430,00:00:00,1.4751,1.4703,1.4944,1.4780
GBPUSD,20090501,00:00:00,1.4779,1.4752,1.4932,1.4909
GBPUSD,20090504,00:00:00,1.4919,1.4835,1.5035,1.5033
GBPUSD,20090505,00:00:00,1.5034,1.4981,1.5159,1.5060
GBPUSD,20090506,00:00:00,1.5060,1.4991,1.5148,1.5116
GBPUSD,20090507,00:00:00,1.5116,1.4942,1.5194,1.5029
GBPUSD,20090508,00:00:00,1.5029,1.4967,1.5236,1.5233
GBPUSD,20090511,00:00:00,1.5226,1.5068,1.5243,1.5116
GBPUSD,20090512,00:00:00,1.5115,1.5073,1.5350,1.5266
GBPUSD,20090513,00:00:00,1.5266,1.5085,1.5329,1.5154
GBPUSD,20090514,00:00:00,1.5154,1.5059,1.5244,1.5214
GBPUSD,20090515,00:00:00,1.5213,1.5132,1.5285,1.5165
GBPUSD,20090518,00:00:00,1.5173,1.5115,1.5346,1.5335
GBPUSD,20090519,00:00:00,1.5336,1.5294,1.5521,1.5472
GBPUSD,20090520,00:00:00,1.5472,1.5449,1.5791,1.5736
GBPUSD,20090521,00:00:00,1.5737,1.5515,1.5888,1.5848
GBPUSD,20090522,00:00:00,1.5848,1.5754,1.5941,1.5905
GBPUSD,20090525,00:00:00,1.5926,1.5833,1.5937,1.5918
GBPUSD,20090526,00:00:00,1.5918,1.5776,1.5966,1.5927
GBPUSD,20090527,00:00:00,1.5928,1.5924,1.6084,1.5960
GBPUSD,20090528,00:00:00,1.5960,1.5853,1.6011,1.5929
GBPUSD,20090529,00:00:00,1.5929,1.5916,1.6195,1.6161
GBPUSD,20090601,00:00:00,1.6184,1.6160,1.6494,1.6438
GBPUSD,20090602,00:00:00,1.6439,1.6324,1.6595,1.6583
GBPUSD,20090603,00:00:00,1.6582,1.6240,1.6661,1.6294
GBPUSD,20090604,00:00:00,1.6294,1.6091,1.6432,1.6137
GBPUSD,20090605,00:00:00,1.6138,1.5939,1.6240,1.5974
GBPUSD,20090608,00:00:00,1.5950,1.5800,1.6101,1.6042
GBPUSD,20090609,00:00:00,1.6042,1.5984,1.6359,1.6316
GBPUSD,20090610,00:00:00,1.6316,1.6240,1.6471,1.6345
GBPUSD,20090611,00:00:00,1.6345,1.6339,1.6619,1.6571
GBPUSD,20090612,00:00:00,1.6570,1.6331,1.6596,1.6427
GBPUSD,20090615,00:00:00,1.6424,1.6241,1.6441,1.6301
