Date,Strategy1,Strategy2,Index
2006-12-01,0.001801679,0.007774904,0.004799469
2006-12-04,0.00994864,0.016469553,0.00595002
2006-12-05,-0.006484083,0.00119554,0.000640773
2006-12-06,0.003981851,0.011056378,0.006764856
2006-12-07,0.010686212,0.006523105,0.003408628
2006-12-08,0.012708408,-0.000897207,0.001202783
2006-12-11,-0.004163056,-0.00059957,-0.000551966
2006-12-12,0.008549751,0.006974865,0.005863817
2006-12-13,0.007917917,0.012785833,0.005732741
2006-12-14,0.006287932,0.001918724,0.005138086
2006-12-15,-0.01316066,-0.002788813,-0.00201278
2006-12-18,-0.003698791,-0.010423516,-0.006962897
2006-12-19,0.015134345,-0.01104289,-0.000854301
2006-12-20,0.006653462,-0.007584699,-0.002403769
2006-12-21,-0.001791979,-0.000849693,0.001018808
2006-12-22,0.003798953,0.004296153,0.008917609
2006-12-27,-0.013717466,0.000713323,-0.000688529
2006-12-28,0.005142091,7.54041E-05,-0.003220689
2006-12-29,0.005141685,0.009020515,0.014483668
2007-01-02,-0.00042365,-0.000424657,0.001283494
2007-01-03,-0.006958366,-0.008383276,-0.005064092
2007-01-04,-0.02538842,-0.010986689,-0.010641005
2007-01-05,-0.00769643,-0.001773603,-0.00416392
2007-01-08,0.002898053,-0.002304782,0.000306739
2007-01-09,-0.00344406,0.001326515,-0.005713271
2007-01-10,0.012767141,0.016995629,0.011264954
2007-01-11,0.008286783,0.005644887,0.001428548
2007-01-12,0.007595503,0.005971802,0.003926911
2007-01-15,-0.025495361,-0.005954964,-0.007631516
2007-01-16,-0.00533572,-0.007248023,-0.001801889
2007-01-17,0.009410323,0.002200729,0.000934805
2007-01-18,-0.004564765,0.006519024,0.004331514
2007-01-19,0.003970144,-0.001127955,-0.003014173
2007-01-22,-0.009658371,9.40351E-05,0.00147948
2007-01-23,0.020675209,0.017283767,0.014002184
2007-01-24,-0.015436581,-0.007455015,-0.007205295
2007-01-25,-0.000235354,-0.00380281,-0.006587657
2007-01-26,-0.009340497,-0.0038577,0.001910726
2007-01-29,-0.012208472,0.001836532,0.000336544
2007-01-30,0.000339298,-0.003874356,-0.006231977
2007-01-31,0.014568479,0.015971542,0.012751689
